"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
778|"1tnusyVNhzamoCgTG0RLf1"|"Gavin James"|"Nervous - Acoustic"|250573|"Nervous (Acoustic)"|1|"2016-09-23"|1|0.427|0.127|7|-12.731|1|0.0419|0.964|1.92e-06|0.109|0.259|76.357|4
779|"1JmLA5HZ7Wp7L8DNctLpUW"|"The 1975"|"Nana"|236746|"I like it when you sleep, for you are so beautiful yet so unaware of it"|16|"2016-02-26"|17|0.681|0.283|5|-11.496|1|0.0296|0.781|0.00371|0.114|0.221|111.05|4
780|"3EYTlYIg99FUQNVS4Y8Yf9"|"Shawn Mendes"|"Don't Be A Fool"|216026|"Don't Be A Fool"|1|"2016-09-15"|1|0.467|0.329|11|-5.964|0|0.0402|0.619|0|0.0924|0.277|175.23|3
781|"0EFEkt29P7Icr7dO4vN6yk"|"Lou Reed"|"Walk on the Wild Side"|253960|"Transformer"|5|"1972-12-01"|13|0.564|0.262|0|-19.746|1|0.105|0.652|0.000204|0.0896|0.376|104.5|4
782|"5Anh8jULgeUgciLHCR25Mk"|"Corinne Bailey Rae"|"Like A Star"|243213|"Corinne Bailey Rae"|1|"2006-01-01"|11|0.606|0.226|2|-10.617|0|0.0347|0.715|0.0001|0.35|0.142|122.711|4
783|"5hl649lzykBI2l0MeaVxPf"|"Troye Sivan"|"TALK ME DOWN"|237464|"Blue Neighbourhood (Deluxe)"|7|"2015-12-04"|16|0.369|0.781|6|-6.973|1|0.076|0.15|0.000236|0.124|0.369|173.728|4
784|"1ivHxaGL5ld9VS1zsYc4YN"|"Hozier"|"Cherry Wine - Live"|240147|"Hozier"|13|"2014-07-20"|13|0.418|0.111|1|-14.848|1|0.0389|0.953|0.00342|0.0982|0.228|82.508|4
785|"45QBGwrHXLpbzbMgj6XokF"|"The Velvet Underground"|"Candy Says"|243666|"The Velvet Underground"|1|"1969-03"|10|0.525|0.0632|2|-23.321|1|0.0305|0.94|0.763|0.105|0.24|79.273|4
786|"0Bfz4hqOiBhQPXt9ZjJu3T"|"Frances"|"Don't Worry About Me - Radio Edit"|193362|"Don't Worry About Me (Radio Edit)"|1|"2016-04-29"|1|0.441|0.148|2|-12.48|1|0.0601|0.966|0.00012|0.0843|0.25|69.948|4
787|"3deZQXBY8CJFbrTc2PbU34"|"Jack Johnson"|"Constellations"|201640|"In Between Dreams"|14|"2005-01-01"|15|0.705|0.316|1|-12.64|1|0.0355|0.468|4.25e-05|0.117|0.443|122.012|4
788|"4K3RZJ8sWPbv0IedcnEfw6"|"Sufjan Stevens"|"Fourth of July"|279316|"Carrie & Lowell"|6|"2015-03-31"|11|0.441|0.104|6|-22.399|0|0.0459|0.973|0.354|0.119|0.156|120.266|4
789|"7LjIjnztu0pzLsSQO0wOha"|"CLOVES"|"Everybody's Son"|206077|"XIII"|3|"2015-11-20"|4|0.6|0.257|7|-7.177|1|0.0338|0.886|4.9e-06|0.105|0.214|149.469|4
790|"4DuSJpT7j6NtWiv91xC5V4"|"Jordan Klassen"|"No Salesman"|289973|"No Salesman"|1|"2016-01-29"|1|0.352|0.455|6|-9.077|1|0.0282|0.8|0.88|0.106|0.102|98.298|4
791|"2kqz14M1QhTc9lH6g606pa"|"Hola A Todo El Mundo"|"Hatem Prayer Team"|140720|"Hola A Todo El Mundo"|3|"2010-03-24"|10|0.644|0.394|9|-10.502|1|0.0264|0.854|3.14e-05|0.108|0.43|95.008|4
792|"3vIr7kdsFkrxzo9HT5tsFq"|"Matt Simons"|"Catch & Release"|240466|"Catch & Release"|1|"2015-09-18"|1|0.62|0.447|1|-9.383|0|0.147|0.813|0.000221|0.111|0.612|86.647|4
793|"28cnXtME493VX9NOw9cIUh"|"Johnny Cash"|"Hurt"|216533|"American IV: The Man Comes Around"|2|"2002-01-01"|15|0.534|0.392|9|-7.636|0|0.0267|0.649|0.000227|0.0948|0.163|90.379|4
794|"0QQIhT6PtJ5glyn4HKNKQ6"|"KALEO"|"All the Pretty Girls"|269893|"A/B"|6|"2016-06-10"|10|0.466|0.496|1|-6.606|1|0.0302|0.626|6.22e-06|0.117|0.352|74.747|4
795|"7apw8m9lHQjvuUVfMAm4kZ"|"James Vincent McMorrow"|"Higher Love"|215589|"Early in the Morning (Special Edition)"|12|"2010"|13|0.323|0.119|5|-17.892|1|0.05|0.962|0.000348|0.106|0.176|89.862|4
796|"7IHOIqZUUInxjVkko181PB"|"Sam Smith"|"Stay With Me"|172723|"In The Lonely Hour (Deluxe Edition)"|3|"2014-01-01"|14|0.5|0.418|0|-6.535|1|0.0377|0.566|0.000193|0.11|0.176|84.899|4
797|"2D9dzHAQEy1hLYLYl8m0Fd"|"Tired Pony"|"Get On The Road"|284750|"The Place We Ran From"|2|"2010-01-01"|10|0.312|0.374|4|-9.77|1|0.0293|0.295|0.0171|0.101|0.0967|106.073|4
798|"1PCE62a2UKCbJSIpIi27J8"|"Axel Flóvent"|"Beach"|288965|"Forest Fires"|3|"2016-01-08"|4|0.477|0.167|2|-13.478|1|0.0353|0.851|0.000701|0.136|0.104|128.018|4
799|"5hFDG2Yn9ke3u0lBi38vyM"|"MIKA"|"Happy Ending"|273700|"I Am Pop"|18|"2011-01-01"|18|0.556|0.446|1|-8.328|1|0.03|0.537|0|0.249|0.307|96.043|4
800|"2GSFSTeDDRw9WXpc63T6up"|"Antony and the Johnsons"|"Knockin' On Heaven's Door"|251586|"I'm Not There (Music From The Motion Picture)"|17|"2007-10-25"|34|0.531|0.118|9|-14.455|1|0.0444|0.983|0.0251|0.111|0.148|129.259|4
801|"7JABqLtUM6HlzcsmQjSh8u"|"James Blunt"|"Shine On"|266533|"All the Lost Souls (Deluxe Edition)"|8|"2007-09-17"|21|0.363|0.355|7|-9.877|1|0.0457|0.371|7.43e-05|0.0814|0.19|180.364|4
802|"2ZAOSxoHWFcwFmvCDrHmK6"|"Folly and the Hunter"|"Mask"|383053|"Tragic Care"|9|"2014-05-20"|10|0.432|0.49|7|-10.01|1|0.0283|0.946|0.262|0.173|0.335|93.207|4
803|"3Jy2YYu8hChcsjAbL84O2f"|"Yo La Tengo"|"Tears Are in Your Eyes"|275160|"And Then Nothing Turned Itself Inside-Out"|8|"2000-02-22"|13|0.545|0.164|7|-17.384|1|0.0276|0.772|0.0107|0.0749|0.14|88.09|4
804|"59yRjmpE2VtyiEot3Ff9LM"|"Aaron Espe"|"Making All Things New"|159600|"Making All Things New"|1|"2015-10-23"|1|0.786|0.355|0|-11.429|1|0.0288|0.896|0.0201|0.111|0.479|99.978|4
805|"6Vigp41BietH0WoFZ52JI5"|"Oh Wonder"|"All We Do"|214174|"Oh Wonder"|11|"2015-09-04"|15|0.59|0.242|10|-11.724|0|0.0516|0.978|0.000124|0.0906|0.366|126.721|4
806|"5ibHSmHYm0OfFLKbShIC2U"|"Paolo Nutini"|"No Other Way"|265640|"Sunny Side Up (We7)"|7|"2009-05-29"|13|0.4|0.391|2|-7.924|1|0.0666|0.725|0|0.0884|0.446|164.544|3
807|"7orSh74hf8AZYIFtBXWGLF"|"BANNERS"|"Ghosts"|250946|"Ghosts"|1|"2015-09-25"|1|0.502|0.326|0|-7.145|1|0.0261|0.381|0|0.0889|0.068|77.03|4
808|"5AZRYcTovT2oGYpoOuCxqB"|"Garrett Nash"|"fragile (feat. WRENN)"|185029|"us"|4|"2016-03-25"|7|0.599|0.102|4|-15.901|1|0.0333|0.786|3.52e-06|0.133|0.124|133.682|4
809|"1GmegIC6H1z8tapAi7w0vN"|"Cameron AG"|"Lost Direction"|224815|"Lost Direction"|1|"2015-10-12"|1|0.419|0.231|10|-8.628|1|0.0358|0.902|0.00235|0.111|0.189|71.498|5
810|"0PHTufT46ytsqcH8OsQHvp"|"Bat For Lashes"|"Laura"|266493|"The Haunted Man"|5|"2012-10-15"|11|0.459|0.187|7|-9.326|1|0.0361|0.922|0|0.0939|0.0625|96.983|4
811|"0eS4BfEES8p0EOJt4YUSyF"|"Low"|"Plastic Cup"|181426|"The Invisible Way"|1|"2013-03-19"|11|0.639|0.252|2|-14.987|1|0.0284|0.638|0.0178|0.109|0.394|91.289|4
812|"4yqFIIcm2h1yN35cg8h7iE"|"City and Colour"|"As Much As I Ever Could"|325026|"Bring Me Your Love"|12|"2008-02-10"|12|0.572|0.234|9|-12.624|0|0.0343|0.906|0.000347|0.258|0.148|118.787|3
813|"0Es86fEJ5PMGc4hXuRnrnO"|"Jake Bugg"|"Broken"|247013|"Jake Bugg"|7|"2012-01-01"|18|0.432|0.438|8|-8.743|1|0.0276|0.372|0.00472|0.129|0.207|119.812|4
814|"49MMefftWPcltNP4OOJGSs"|"FINNEAS"|"I Lost a Friend"|237020|"I Lost a Friend"|1|"2019-05-03"|1|0.453|0.209|11|-11.917|1|0.223|0.587|0|0.119|0.216|169.316|4
815|"4g5P3tDzraH0Er9eo7t9IA"|"Blind Pilot"|"3 Rounds and a Sound"|266960|"3 Rounds and a Sound"|11|"2008-07-29"|11|0.491|0.294|1|-12.338|1|0.0379|0.829|0.00125|0.117|0.199|116.64|4
816|"4h5m56ExHLPUC9NGz7U1Qa"|"Paolo Nutini"|"Candy"|298693|"Sunny Side Up"|4|"2009-05-29"|14|0.612|0.601|7|-7.809|1|0.0421|0.373|0|0.156|0.368|125.164|4
817|"2g4dxM4ykKDgv3XoZKEyVF"|"Aisha Badru"|"Just Visiting"|202960|"Pendulum"|3|"2018-04-27"|13|0.52|0.449|0|-11.919|1|0.0367|0.534|0.000182|0.0938|0.0642|96.103|4
818|"6Fha6tXHkL3r9m9nNqQG8p"|"Vance Joy"|"Georgia"|230506|"Dream Your Life Away"|8|"2014-09-08"|13|0.388|0.66|11|-7.372|1|0.0308|0.312|0.000307|0.0943|0.401|143.554|4
819|"2ylVfK4pVfeSV4zxieyT2B"|"Shura"|"Touch"|214555|"Nothing's Real"|4|"2016-07-08"|13|0.731|0.662|9|-11.58|0|0.255|0.568|0.00102|0.22|0.432|89.927|4
820|"6AQ3guMjWgetjRpQASwrE5"|"Axel Flóvent"|"Forest Fires"|210924|"Forest Fires"|1|"2016-01-08"|4|0.623|0.292|7|-12.26|0|0.0313|0.698|9.86e-06|0.121|0.161|118.007|4
821|"3Lp8Xd2K7TwlY32SPvXkvF"|"Noah Cyrus"|"Lonely"|144386|"Lonely"|1|"2019-09-27"|1|0.594|0.26|5|-9.062|1|0.0601|0.779|0|0.0924|0.303|84.648|3
822|"1H56ffyFrFcvMEWUg3WFbM"|"Old Sea Brigade"|"Love Brought Weight"|185746|"Old Sea Brigade"|1|"2016-01-22"|5|0.367|0.326|7|-15.605|1|0.0344|0.699|0.358|0.0759|0.064|116.659|4
823|"5TvE3pk05pyFIGdSY9j4DJ"|"A Great Big World"|"Say Something"|229400|"Is There Anybody Out There? - Track by Track Commentary"|25|"2014-01-13"|25|0.407|0.147|2|-8.822|1|0.0355|0.857|2.89e-06|0.0913|0.0765|141.284|3
824|"3pk2bn30vjMycCxOwtZRu8"|"Yodelice"|"Familiar Fire"|309960|"Square Eyes"|11|"2013-01-01"|11|0.63|0.441|8|-12.781|1|0.0258|0.782|0.0489|0.101|0.268|99.973|4
825|"5vsBCsRlaBxK3LCdq2tvk1"|"Asaf Avidan & the Mojos"|"Poor Boy / Lucky Man"|276413|"Poor Boy / Lucky Man"|2|"2009-04-15"|14|0.371|0.109|4|-14.539|0|0.0308|0.363|0.013|0.0641|0.0378|142.108|3
826|"4H9aMftedBe0UEHv0IXYgQ"|"Rosie Carney"|"Awake Me"|257582|"Bare"|6|"2019-01-25"|11|0.521|0.15|4|-11.852|1|0.0316|0.958|0.0258|0.083|0.0394|117.172|4
827|"18CnKlA6gNAaPdDdMn6wAv"|"Day Joy"|"Florida's Warm"|254000|"Florida's Warm"|1|"2016-11-23"|1|0.635|0.557|0|-10.915|1|0.0263|0.0522|2.17e-05|0.13|0.311|105.079|4
828|"21HfUACOv1lgBiYocruoW8"|"AURORA"|"Half The World Away"|198133|"All My Demons Greeting Me As A Friend (Deluxe)"|13|"2016-03-11"|17|0.62|0.11|8|-13.704|1|0.0416|0.949|6.28e-06|0.16|0.211|111.362|4
829|"7qEHsqek33rTcFNT9PFqLf"|"Lewis Capaldi"|"Someone You Loved"|182160|"Divinely Uninspired To A Hellish Extent"|4|"2019-05-17"|12|0.501|0.405|1|-5.679|1|0.0319|0.751|0|0.105|0.446|109.891|4
830|"7tuV9cleysQqDPQ66Z5FpR"|"Au/Ra"|"Stay Happy"|204803|"Stay Happy"|1|"2019-09-13"|1|0.754|0.503|0|-10.88|1|0.0622|0.654|0.00617|0.309|0.467|123.927|4
831|"4KlL5Bwlm4yHYxr0B2rHci"|"Tom Odell"|"Heal"|193080|"Long Way Down (Deluxe)"|13|"2013-06-24"|15|0.445|0.179|1|-12.938|1|0.0396|0.952|0.00056|0.107|0.119|72.246|4
