"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
625|"06uzvyD85DEt2fEjt7mY3g"|"MAMAMOO"|"Just Believe In Love"|168000|"TRAVEL -Japan Edition-"|10|"2021-02-03"|10|0.669|0.731|1|-3.85|1|0.0441|0.0395|0|0.134|0.788|118.075|4
626|"0SJ7vFES0Lj6pnumh3DhCe"|"Agust D"|"People"|197000|"D-2"|7|"2020-05-22"|10|0.76|0.682|1|-6.441|1|0.0371|0.0616|0|0.118|0.372|120.008|4
627|"4as4XEOR03oGm1STUKl6pa"|"IU"|"BBIBBI"|194426|"BBIBBI"|1|"2018-10-10"|1|0.839|0.617|7|-4.692|1|0.331|0.241|0|0.3|0.821|143.894|4
628|"5GKwq4sO5ZHKuWaDmdwMQc"|"Red Velvet"|"Bad Boy"|210817|"The Perfect Red Velvet - The 2nd Album Repackage"|1|"2018-01-29"|12|0.714|0.736|2|-3.801|1|0.0457|0.191|0|0.0553|0.814|149.985|4
629|"3jsYQw78lrxJA2ysnmOIf9"|"BOL4"|"Some"|181373|"Red Diary Page.1"|1|"2017-09-28"|5|0.659|0.799|1|-2.849|0|0.0629|0.417|0|0.0562|0.782|103.991|4
630|"2qwyjoSsSr3M7HTt611Q5O"|"MAMAMOO"|"Wind flower"|236816|"BLUE;S"|3|"2018-11-29"|6|0.735|0.795|0|-2.918|1|0.0518|0.656|0|0.0665|0.825|113.988|4
631|"3p6hnejEQYXkiTO1lAzVc0"|"BTS"|"Euphoria"|228615|"Love Yourself 結 'Answer'"|1|"2018-08-24"|26|0.637|0.799|2|-4.519|1|0.0338|0.394|0|0.0921|0.562|104.995|4
632|"6z1kLsntE7FuzKZHZWrXYN"|"DEAN"|"instagram"|255728|"instagram"|1|"2017-12-26"|1|0.463|0.566|8|-6.195|1|0.145|0.196|0|0.284|0.219|93.921|4
633|"5cQB9fbuQCz4muQUFkv3rR"|"BTS"|"Serendipity (Full Length Edition)"|276707|"Love Yourself 結 'Answer'"|3|"2018-08-24"|26|0.347|0.578|8|-7.525|1|0.0626|0.445|0|0.231|0.226|86.73|5
634|"1ZPpGPko8oULTmi34rozMh"|"BTS"|"Trivia 轉 : Seesaw"|246334|"Love Yourself 結 'Answer'"|11|"2018-08-24"|26|0.707|0.791|5|-4.481|0|0.035|0.181|0|0.102|0.678|106.985|4
635|"7DKYA93lgKbhxzqE2ojtCS"|"RM"|"everythingoes"|222493|"mono."|6|"2018-10-22"|7|0.467|0.722|5|-5.819|1|0.0303|0.143|2.91e-06|0.128|0.14|92.014|4
636|"3y7ByLZ05tluscOTRgEJ9Y"|"IU"|"Palette (feat. G-DRAGON)"|217412|"Palette"|2|"2017-04-21"|10|0.804|0.68|0|-3.81|1|0.2|0.458|0|0.102|0.62|102.013|4
637|"645YBsxhFPSOKxGep3uHLv"|"BTS"|"Love Maze"|221529|"Love Yourself 轉 'Tear'"|6|"2018-05-18"|11|0.636|0.876|9|-4.652|1|0.0617|0.0487|0|0.0728|0.759|149.932|4
638|"2LowwiemmGMzzNSH1PJprK"|"V"|"It's Definitely You"|230693|"HWARANG, Pt. 2 (Music from the Original TV Series)"|1|"2016-12-20"|2|0.737|0.731|10|-3.193|0|0.0706|0.241|0|0.087|0.761|94.999|4
639|"22ryCgQttpV7oCrn7llGRu"|"BTS"|"Magic Shop"|275695|"Love Yourself 轉 'Tear'"|7|"2018-05-18"|11|0.541|0.661|1|-5.838|1|0.0889|0.103|0|0.0779|0.285|149.926|4
640|"73ipE4lfZ53pvBbJPXkiEK"|"RM"|"seoul (prod. HONNE)"|275954|"mono."|2|"2018-10-22"|7|0.587|0.664|0|-8.63|1|0.0645|0.344|2.47e-05|0.324|0.453|99.8|4
641|"1TUkEXQrskATO9SoB4QMUN"|"BAEKHYUN"|"Amusement Park"|256693|"Amusement Park"|1|"2020-12-21"|1|0.635|0.562|5|-5.374|1|0.0333|0.85|0|0.173|0.299|84.925|4
642|"4eVkn18rN4GguUWOsR6Use"|"BTS"|"Answer : Love Myself"|251279|"Love Yourself 結 'Answer'"|16|"2018-08-24"|26|0.569|0.793|1|-3.749|1|0.0405|0.189|0|0.111|0.45|108.048|4
643|"249gnXrbfmV8NG6jTEMSwD"|"BTS"|"Life Goes On"|207481|"BE"|1|"2020-11-20"|8|0.566|0.716|1|-5.733|1|0.0424|0.00691|0|0.37|0.45|81.068|4
644|"1ZoQVu9XBssJBdeKMgF2eV"|"Halsey"|"SUGA's Interlude"|138204|"Manic"|13|"2020-01-17"|16|0.55|0.732|0|-6.88|1|0.105|0.0864|0|0.0425|0.246|153.836|4
645|"0pYacDCZuRhcrwGUA5nTBe"|"IU"|"eight(Prod.&Feat. SUGA of BTS)"|167573|"eight"|1|"2020-05-06"|1|0.676|0.869|1|-1.573|1|0.0423|0.115|0|0.132|0.594|120.029|4
646|"2pn8dNVSpYnAtlKFC8Q0DJ"|"ROSÉ"|"On The Ground"|168085|"R"|1|"2021-03-12"|2|0.311|0.607|1|-6.578|1|0.11|0.0174|0|0.131|0.286|188.7|4
647|"44WLOqH7QayQOQdeUHeKUK"|"BTS"|"We are Bulletproof : the Eternal"|261542|"MAP OF THE SOUL : 7"|18|"2020-02-21"|20|0.526|0.575|9|-5.215|0|0.0309|0.225|0|0.108|0.19|84.047|4
648|"5hnbE5BF2e8BCk9OMR1UVC"|"BTS"|"Mikrokosmos"|224225|"MAP OF THE SOUL : PERSONA"|3|"2019-04-12"|7|0.58|0.858|8|-5.212|1|0.114|0.125|0|0.0502|0.475|174.039|3
649|"4WMCn6s4BZZPfQT3DJbB47"|"Nana Ou-Yang"|"The Best For You"|238822|"NANA I"|1|"2020-06-09"|3|0.461|0.338|9|-9.458|1|0.0805|0.632|2.57e-05|0.0803|0.0997|184.143|3
650|"3CYH422oy1cZNoo0GTG1TK"|"Red Velvet"|"Psycho"|210560|"‘The ReVe Festival’ Finale"|1|"2019-12-23"|16|0.664|0.666|8|-2.203|1|0.0446|0.193|0|0.0854|0.405|139.987|4
651|"48XfojJC87VKLlUotYV0Gm"|"BTS"|"The Truth Untold"|242292|"Love Yourself 轉 'Tear'"|3|"2018-05-18"|11|0.57|0.422|1|-7.561|0|0.0422|0.372|0|0.127|0.169|113.007|4
652|"0n2moJpAEWHwaPYYjkzMDl"|"BTS"|"Blue & Grey"|254950|"BE"|3|"2020-11-20"|8|0.547|0.605|8|-6.755|1|0.0415|0.42|0|0.125|0.364|121.953|4
653|"4BSluGpjdLQihMmKgHXMxp"|"LeeHi"|"HOLO"|178520|"HOLO"|1|"2020-07-23"|1|0.406|0.474|6|-6.349|1|0.0295|0.768|0|0.106|0.206|179.914|3
654|"4Dr2hJ3EnVh2Aaot6fRwDO"|"IU"|"Blueming"|217053|"Love poem"|3|"2019-11-18"|6|0.819|0.674|0|-3.145|1|0.0587|0.0849|0|0.0667|0.682|106.032|4
655|"1IX47gefluXmKX4PrTBCRM"|"TWICE"|"What is Love"|208240|"Summer Nights"|4|"2018-07-09"|9|0.574|0.909|8|-1.572|1|0.0655|0.0988|0|0.264|0.565|169.964|4
656|"52PCrf2tqml44bWLNT58hF"|"ATEEZ"|"MIST"|199026|"TREASURE EP.FIN: All To Action"|4|"2019-10-08"|11|0.565|0.831|8|-2.758|1|0.0374|0.0818|0|0.13|0.361|127.992|4
657|"5jJceu1XzlE3bPQhQTZ2Ul"|"MAMAMOO"|"Diamond"|160173|"TRAVEL"|4|"2020-11-03"|5|0.679|0.582|2|-5.113|0|0.168|0.27|0.00795|0.104|0.465|159.882|4
658|"2Ghu1DdMwxS3VAyB7i38Wo"|"D.O."|"That's okay"|221373|"That's okay"|1|"2019-07-01"|2|0.679|0.442|7|-8.928|1|0.0637|0.723|0|0.231|0.628|129.671|4
659|"4LfmJgyInGg96Kaue1ceGZ"|"MAMAMOO"|"Chuck"|196533|"TRAVEL"|3|"2020-11-03"|5|0.842|0.661|10|-3.392|0|0.129|0.292|1.22e-06|0.125|0.812|109.985|4
660|"3KAfLV5JH4K0uMYBG5T1oK"|"MAMAMOO"|"Good Night"|248613|"TRAVEL"|5|"2020-11-03"|5|0.565|0.58|7|-5.597|0|0.062|0.623|0|0.265|0.363|91.969|4
661|"2mf9FitEJnH6mcUU6y0Hkw"|"GOT7"|"Encore"|212869|"Encore"|1|"2021-02-20"|1|0.492|0.756|2|-4.482|1|0.0406|0.0434|0|0.887|0.262|173.82|4
662|"0YltOLvdxFrB6mexkc2ruh"|"MAMAMOO"|"Travel"|211533|"TRAVEL"|1|"2020-11-03"|5|0.711|0.897|4|-2.825|1|0.0598|0.368|0|0.354|0.704|124.97|4
663|"2CxgY4VvTNA0bG2nVtmgPg"|"(G)I-DLE"|"DAHLIA"|190026|"I burn"|6|"2021-01-11"|6|0.755|0.821|1|-3.688|0|0.0416|0.122|2.04e-06|0.127|0.448|101.997|4
664|"3ndCsZfq8OVwwkz9mmZvUz"|"BTS"|"Stay"|204800|"BE"|7|"2020-11-20"|8|0.582|0.693|6|-5.048|1|0.0465|0.114|0|0.13|0.341|125.904|4
665|"7L8hkKW4hnemNfuOfEZcle"|"BTS"|"Epiphany"|240361|"Love Yourself 結 'Answer'"|13|"2018-08-24"|26|0.509|0.558|2|-6.369|0|0.0276|0.29|0|0.131|0.327|135.879|4
666|"3tP6QKbXvtrxiDI7QwKyUf"|"BLACKPINK"|"STAY"|230322|"SQUARE TWO"|2|"2016-11-01"|3|0.63|0.432|1|-6.721|1|0.0357|0.551|5.84e-06|0.0962|0.343|87.959|4
667|"4YvtgtEH5E1pahZu9uzKRy"|"IU"|"Into the I-LAND"|217322|"I-LAND Part.1 Signal Song"|1|"2020-06-19"|1|0.521|0.926|0|-3.719|1|0.137|0.139|0|0.124|0.31|121.883|4
668|"6ceLbOqD2zrnUollgXkKMn"|"BTS"|"Dynamite - Bedroom Remix"|207926|"Dynamite (NightTime Version)"|6|"2020-09-18"|6|0.756|0.745|1|-3.263|0|0.0341|0.0631|0|0.221|0.726|109.063|4
669|"1j5oDtBWVtNoVHMi2n6Fkz"|"Jung Seung Hwan"|"Day & Night"|260600|"START-UP (Original Television Soundtrack) Pt. 2"|1|"2020-10-18"|2|0.509|0.269|3|-8.765|1|0.0277|0.897|0.00212|0.174|0.29|131.954|4
670|"6oS5qBlnci7unQjdLiok41"|"MAMAMOO"|"Destiny"|247600|"reality in BLACK"|1|"2019-11-14"|11|0.562|0.793|9|-4.647|1|0.133|0.473|0|0.239|0.235|131.917|4
671|"1iIhGHzzrzqQfuNkFI2qAn"|"ZICO"|"Any song"|227226|"Any song"|1|"2020-01-13"|1|0.874|0.787|10|-2.416|0|0.129|0.118|0|0.11|0.896|108.007|4
672|"7HjcrlnxZ7mSZ8zfJC5fPc"|"TOMORROW X TOGETHER"|"Eternally"|217374|"The Dream Chapter: ETERNITY"|6|"2020-05-18"|6|0.382|0.85|6|-4.736|1|0.423|0.0255|0|0.0912|0.414|185.924|3
673|"4OoO0q9DrsT0pSHvA435KF"|"KUN"|"情人"|195348|"情人"|1|"2020-05-24"|1|0.618|0.578|10|-7.521|0|0.0815|0.249|0|0.101|0.438|86.06|4
674|"69WpV0U7OMNFGyq8I63dcC"|"ENHYPEN"|"Given-Taken"|183090|"BORDER : DAY ONE"|2|"2020-11-30"|6|0.631|0.649|8|-4.939|0|0.0377|0.17|0|0.321|0.459|108.07|4
675|"6puhb4jtdrrYLz5uwRm5pg"|"TOMORROW X TOGETHER"|"Magic Island"|192920|"The Dream Chapter: MAGIC"|6|"2019-10-21"|8|0.736|0.424|11|-10.932|1|0.0431|0.516|0|0.115|0.765|105.005|4
676|"0kq2SMYMcYk6dl2Z6k03yN"|"Eric Nam"|"I Don't Miss You"|172634|"I Don't Miss You"|1|"2018-11-08"|1|0.849|0.565|7|-5.559|0|0.0684|0.402|0|0.151|0.796|108.054|4
677|"3NfgdU9mbIVhcJF3XvC0c9"|"OH MY GIRL"|"Dolphin"|176773|"NONSTOP"|2|"2020-04-27"|5|0.858|0.68|4|-4.531|1|0.0795|0.171|0|0.173|0.621|113.993|4
678|"7oQh96s9YemWG3A4zkIbrU"|"SUNMI"|"pporappippam 보라빛 밤"|206616|"pporappippam 보라빛 밤"|1|"2020-06-29"|1|0.714|0.828|1|-4.68|0|0.0428|0.0513|0.0652|0.0347|0.318|120.014|4
679|"4RewTiGEGoO7FWNZUmp1f4"|"IU"|"Celebrity"|195546|"Celebrity"|1|"2021-01-27"|1|0.73|0.784|9|-2.62|1|0.0691|0.191|0|0.0956|0.673|99.995|4
680|"4eOcd47wPU3ixxYw0spREl"|"ENHYPEN"|"Let Me In (20 CUBE)"|189858|"BORDER : DAY ONE"|3|"2020-11-30"|6|0.483|0.795|8|-4.338|0|0.181|0.00258|0|0.0912|0.685|171.853|4
681|"5dpQn0AXTRnJV0Ik1FcU47"|"AKMU"|"HAPPENING"|224015|"HAPPENING"|1|"2020-11-16"|1|0.647|0.548|9|-8.446|1|0.0271|0.0909|5.51e-05|0.108|0.272|127.981|4
682|"14pjnaIqkpReO5D0tHofAS"|"PENTAGON"|"Daisy"|189000|"WE:TH"|1|"2020-10-12"|5|0.563|0.869|5|-2.235|1|0.0532|0.0362|0|0.138|0.48|85.016|4
683|"6sI8Q7TTJeA9exw6hxEqq3"|"MAX"|"Blueberry Eyes (feat. SUGA of BTS)"|172244|"Colour Vision"|6|"2020-09-18"|12|0.746|0.611|0|-7.034|0|0.101|0.454|0.000922|0.133|0.411|149.967|4
684|"2PudJHuPDFyXomHjmwTxqG"|"JAMIE"|"Apollo 11 (feat. Jay Park)"|200480|"Apollo 11 (feat. Jay Park)"|1|"2020-11-11"|1|0.635|0.728|11|-2.84|1|0.0792|0.625|0|0.124|0.531|145.828|4
685|"3LcFQsZw01tRvjCNLgSmTv"|"ENHYPEN"|"10 Months"|194220|"BORDER : DAY ONE"|4|"2020-11-30"|6|0.876|0.73|6|-4.276|0|0.0492|0.0345|1.11e-06|0.11|0.709|110.006|4
686|"0NJQUkvJT9PY8TMIRPq1oA"|"TOMORROW X TOGETHER"|"Your Light"|217893|"Your Light (From The Original TV Show ""Live On"")"|1|"2020-11-24"|3|0.749|0.931|1|-2.671|0|0.0484|0.0935|0|0.0542|0.848|110.993|4
687|"67C8NRYbI2XwiYilezmxZQ"|"DAY6"|"Not Mine"|195684|"The Book of Us : Entropy"|10|"2019-10-22"|11|0.603|0.595|1|-2.727|0|0.0349|0.0998|0|0.0573|0.645|85.01|4
688|"0RB0E9wj4DjaFDOYPEMeps"|"CL"|"+5 STAR+"|200560|"+HWA+"|2|"2020-10-29"|2|0.754|0.565|1|-5.147|0|0.0539|0.0831|1.43e-06|0.131|0.264|118.027|4
689|"4qMt92hgQlJMyJjdI0Nw2h"|"KARD"|"GUNSHOT"|181480|"KARD 1st Single ‘Way With Words’"|2|"2020-08-26"|3|0.582|0.77|1|-3.52|1|0.0406|0.00253|0|0.198|0.348|135.008|4
690|"44f1TNdoQUgf3PUYraCTsH"|"G-DRAGON"|"BLACK"|203772|"COUP D'ETAT (Korean Version)"|4|"2013-09-05"|12|0.494|0.651|4|-7.971|0|0.378|0.314|0|0.249|0.471|89.587|4
691|"5IFCL8jUbhv1nP3cPuda7n"|"TOMORROW X TOGETHER"|"Fairy of Shampoo"|267099|"The Dream Chapter: ETERNITY"|3|"2020-05-18"|6|0.544|0.796|1|-5.754|1|0.0604|0.313|0.00673|0.42|0.473|105.145|4
692|"2tYA2hPbaJqshY73q15wJz"|"TOMORROW X TOGETHER"|"Maze in the Mirror"|226083|"The Dream Chapter: ETERNITY"|4|"2020-05-18"|6|0.379|0.505|10|-4.979|1|0.0302|0.209|0|0.117|0.458|152.764|4
693|"4X95Ecd1elHxTccGOko02c"|"YooA"|"Bon voyage"|219586|"Bon Voyage"|1|"2020-09-07"|5|0.703|0.889|2|-3.537|1|0.0509|0.307|3.84e-05|0.117|0.273|119.793|4
694|"3TZ7NHkMT82AhwuYsd00Hz"|"BTS"|"Your eyes tell"|245146|"MAP OF THE SOUL : 7 ~ THE JOURNEY ~"|12|"2020-07-14"|13|0.449|0.491|9|-6.433|0|0.029|0.279|0|0.0654|0.258|139.923|4
695|"2qG81jL9UIP54uS8gYyP4k"|"Lauv"|"Who (feat. BTS)"|180413|"~how i'm feeling~"|13|"2020-03-06"|21|0.632|0.339|11|-7.983|0|0.0337|0.546|0|0.104|0.0969|141.642|3
696|"6SG8lh7fWQ2bahP5WBYePn"|"HEIZE"|"We don't talk together (Prod. by SUGA)"|199215|"We don’t talk together"|1|"2019-07-07"|1|0.629|0.736|7|-4.672|1|0.0401|0.039|0|0.333|0.308|97.883|4
697|"2xtP8RNbo2BEMzLX7tK7aq"|"TWICE"|"CRY FOR ME"|204167|"CRY FOR ME"|1|"2020-12-18"|1|0.702|0.692|10|-5.405|1|0.0539|0.0542|0|0.0877|0.419|144.896|4
698|"38SKB7UfhL6Sd6Joxex5yK"|"BLACKPINK"|"Don't Know What To Do"|201081|"KILL THIS LOVE"|2|"2019-04-05"|5|0.628|0.64|6|-4.164|0|0.0491|0.0992|0|0.138|0.409|129.815|4
699|"5B7K0zs5gkaueWXzgd0vk7"|"suggi"|"astroboy."|240000|"cheer up!"|7|"2019-07-09"|16|0.707|0.503|0|-11.281|1|0.0358|0.441|9.92e-05|0.16|0.556|148.021|4
700|"6KyafpXji3NKMmlmSokT9Y"|"Loco"|"Don’t"|231654|"The Hyena on the Keyboard Pt. 4"|1|"2018-04-21"|2|0.85|0.488|1|-7.052|1|0.0689|0.552|0|0.127|0.531|92.023|4
701|"0NaccQM71LPaoSS8EZ0KhW"|"JEON SOMI"|"Outta My Head"|188161|"BIRTHDAY"|1|"2019-06-13"|2|0.717|0.487|3|-6.93|1|0.0533|0.386|0|0.373|0.581|130.048|4
702|"13KR2yNRDrbKwR3dOKCDl4"|"STAYC"|"SO BAD"|212264|"Star To A Young Culture"|1|"2020-11-12"|2|0.557|0.906|7|-3.109|0|0.103|0.19|0|0.0616|0.616|168.978|4
703|"39EXZNMxb4RBHlRjnRaOKp"|"V"|"Sweet Night"|214258|"ITAEWON CLASS (Original Television Soundtrack) Pt. 12"|1|"2020-03-13"|2|0.462|0.339|3|-7.943|1|0.025|0.495|8.15e-06|0.0893|0.149|92.106|4
704|"3ryjLm3oupIjJFGc39naNi"|"BTS"|"dimple"|196776|"Love Yourself 承 'Her'"|4|"2017-09-18"|9|0.612|0.844|5|-4.694|0|0.0756|0.142|0|0.287|0.653|134.868|4
705|"6veFyjNycn6EaNCKhkPXUY"|"BLACKPINK"|"Forever Young"|239100|"SQUARE UP"|2|"2018-06-15"|4|0.605|0.949|4|-2.907|1|0.0886|0.0414|0|0.0746|0.506|110.01|4
706|"6KUE0HSSudAp9AOycaF6SH"|"BTS"|"Make It Right"|226321|"MAP OF THE SOUL : PERSONA"|4|"2019-04-12"|7|0.638|0.703|7|-7.874|1|0.444|0.0104|0|0.132|0.261|105.766|4
707|"46CBJtc2XYcOzv6PI4OWGR"|"LEE SUHYUN"|"ALIEN"|181853|"ALIEN"|1|"2020-10-16"|1|0.792|0.696|9|-4.87|1|0.0545|0.0818|0.00181|0.447|0.75|127.992|4
708|"2dHoVW9AxJVSRebPRyV2aA"|"ROSÉ"|"Gone"|207163|"R"|2|"2021-03-12"|2|0.647|0.377|6|-6.003|1|0.0375|0.594|0|0.0768|0.653|79.936|4
709|"0rSMzlAKNapoat4NdZYmi3"|"TWICE"|"BETTER"|223666|"BETTER"|1|"2020-11-11"|1|0.768|0.698|6|-4.712|0|0.046|0.00123|0.00031|0.353|0.584|124.99|4
710|"1NXZyqdvqt6pXe9XPaOfp1"|"ITZY"|"Trust Me (MIDZY)"|221638|"Trust Me (MIDZY)"|1|"2021-03-20"|2|0.607|0.525|2|-5.853|1|0.0432|0.225|0|0.0986|0.369|159.838|3
711|"5xrtzzzikpG3BLbo4q1Yul"|"IU"|"LILAC"|214253|"IU 5th Album 'LILAC'"|1|"2021-03-25"|10|0.738|0.89|2|-2.275|0|0.0748|0.0895|1.89e-06|0.213|0.75|114.942|4
712|"15c7KZTrsCUxCQcOdUVELc"|"BOL4"|"Galaxy 우주를 줄게"|213853|"Full Album RED PLANET"|1|"2016-08-29"|10|0.483|0.814|0|-2.407|1|0.143|0.683|0|0.0918|0.696|82.814|4
713|"3KCreWc88InXH3XuL54C5a"|"TWICE"|"HELL IN HEAVEN"|179320|"Eyes Wide Open"|2|"2020-10-26"|13|0.8|0.81|4|-3.82|0|0.0604|0.182|1.06e-06|0.107|0.694|105.042|4
714|"34WYAVk1WHSyMxY9tHRPyA"|"TWICE"|"DEPEND ON YOU"|198866|"Eyes Wide Open"|11|"2020-10-26"|13|0.676|0.597|5|-6.249|1|0.0387|0.0953|0|0.455|0.522|100.156|4
715|"3UZ46DvXvB2R7sBUZornlv"|"Seori"|"Running Through The Night"|217533|"?depacse ohw"|3|"2020-05-12"|6|0.644|0.532|0|-6.541|1|0.0562|0.455|0|0.266|0.64|92.039|4
716|"1LiNP5q2thWScdvCRkJ584"|"TWICE"|"UP NO MORE"|214240|"Eyes Wide Open"|3|"2020-10-26"|13|0.709|0.88|2|-2.734|1|0.0585|0.0298|4.46e-06|0.103|0.713|119.948|4
717|"1e8PJyZMP4Kx2lGbb7t4ng"|"ITZY"|"TENNIS (0:0)"|219453|"GUESS WHO"|6|"2021-04-30"|6|0.848|0.66|0|-4.131|1|0.0546|0.135|0|0.175|0.737|142.034|4
718|"7F9HWeJf4BTUzpj3B0CQKT"|"DAY6"|"Love me or Leave me"|222765|"The Book of Us : The Demon"|4|"2020-05-11"|8|0.618|0.899|6|-3.364|0|0.0328|0.00085|0|0.124|0.58|126.012|4
719|"39kzWAiVPpycdMpr745oPj"|"BLACKPINK"|"You Never Know"|231201|"THE ALBUM"|8|"2020-10-02"|8|0.477|0.435|5|-6.497|1|0.0523|0.237|0|0.12|0.322|144.144|4
720|"7HzvvhTmfzvD1dV4F7MIcm"|"TWICE"|"SHADOW"|168893|"MORE & MORE"|5|"2020-06-01"|7|0.696|0.751|11|-4.966|0|0.161|0.138|0|0.282|0.478|110.8|4
721|"1nPMDcLKWTtGQH98waRTIk"|"NCT U"|"Faded In My Last Song"|215826|"NCT RESONANCE Pt. 1 - The 2nd Album"|10|"2020-10-12"|13|0.755|0.828|10|-3.11|0|0.0482|0.15|4.41e-06|0.112|0.683|135.002|4
722|"77wO21RS6qs1SjMtM83y60"|"MAMAMOO"|"Destiny Part.2"|184880|"WAW"|4|"2021-06-02"|4|0.439|0.681|2|-4.732|1|0.0899|0.75|0|0.114|0.222|131.79|4
723|"44tTqUi3xi7E28QLzHVdUA"|"TOMORROW X TOGETHER"|"Anti-Romantic"|215188|"The Chaos Chapter: FREEZE"|1|"2021-05-31"|8|0.641|0.489|0|-8.668|0|0.11|0.0509|0|0.071|0.206|142.977|4
724|"3U5ti2dwp5FA70lZPrhv9l"|"Blue.D"|"NOBODY"|201183|"NOBODY"|1|"2019-12-02"|1|0.686|0.426|5|-7.134|0|0.0437|0.566|0|0.299|0.491|88.626|4
725|"3YdqewCLgGsFhruA3EhILy"|"TWICE"|"First Time"|182946|"Taste of Love"|2|"2021-06-11"|6|0.812|0.754|8|-2.972|0|0.218|0.0535|0|0.0495|0.771|107.03|4
726|"2fluM1mE0tKQ6rvM77Vr11"|"TWICE"|"Scandal"|163333|"Taste of Love"|3|"2021-06-11"|6|0.898|0.873|2|-2.977|0|0.0535|0.0397|0.00043|0.0846|0.662|119.015|4
727|"2UjOwhXh0FP3V20buDcnWe"|"CHEEZE"|"Alone"|231514|"Alone"|1|"2014-07-11"|2|0.526|0.322|7|-9.859|1|0.0622|0.945|0.000523|0.215|0.469|84.849|4
728|"23VWZ6sTNXZaa3zXkwJm7g"|"TWICE"|"Strawberry Moon"|203173|"Kura Kura"|2|"2021-05-12"|4|0.687|0.865|1|-3.185|0|0.0419|0.191|0|0.0845|0.601|107.013|4
729|"2Sge3diCXX5ffrzoTHVaj4"|"Stray Kids"|"The View"|201746|"NOEASY"|5|"2021-08-23"|14|0.763|0.812|1|-4.134|1|0.0972|0.058|0|0.137|0.626|109.999|4
730|"5eiCYAQ7K7pob2Ev9nfBXO"|"DAY6 (Even of Day)"|"Where the sea sleeps"|257752|"The Book of Us : Gluon - Nothing Can Tear Us Apart"|4|"2020-08-31"|7|0.611|0.576|8|-3.778|1|0.0295|0.328|0|0.17|0.382|150.03|3
731|"0ffweDHrg4bZqdG4IfGYuo"|"BTS"|"Pied Piper"|245620|"Love Yourself 承 'Her'"|5|"2017-09-18"|9|0.583|0.712|2|-4.942|0|0.0326|0.2|0|0.268|0.776|94.051|4
732|"1FqLWBedYhhH6CYQIMFxzz"|"Stray Kids"|"Surfin’ (Lee Know, Changbin, Felix)"|191333|"NOEASY"|11|"2021-08-23"|14|0.766|0.756|0|-4.644|1|0.0689|0.0545|0|0.231|0.537|104.973|4
733|"3W9xYk4icAY3LbmUTPE7TU"|"Stray Kids"|"Mixtape : OH"|212480|"NOEASY"|14|"2021-08-23"|14|0.745|0.684|11|-4.398|0|0.0698|0.201|0|0.149|0.629|87.98|4
734|"1exnDFdC34GyBcaLt9ZJfX"|"CHUNG HA"|"Gotta Go"|221813|"Gotta Go"|1|"2019-01-02"|1|0.531|0.83|3|-2.526|0|0.0446|0.0741|0|0.0993|0.419|101.903|4
735|"1JsBcVdlKZJmDPJWu4wJPC"|"The Rose"|"RED"|176466|"RED"|2|"2019-08-13"|3|0.623|0.743|8|-2.26|1|0.0353|0.224|0|0.0914|0.52|128.07|4
736|"139JUU8fJkQoeHl9nABk9C"|"TWICE"|"CRUEL"|211426|"Formula of Love: O+T=<3"|4|"2021-11-12"|16|0.84|0.827|9|-2.958|1|0.061|0.0112|0|0.151|0.82|124.989|4
737|"6YBcbXDYIITuyCEN2YwGRy"|"TWICE"|"Doughnut"|263680|"Doughnut"|1|"2021-12-03"|1|0.693|0.586|5|-6.098|0|0.0315|0.233|0|0.145|0.459|82.039|4
738|"6KhAXXgDtEEahVzATvFNcn"|"BTS"|"Moon"|208589|"MAP OF THE SOUL : 7"|16|"2020-02-21"|20|0.704|0.646|6|-6.658|1|0.0596|0.0104|0|0.191|0.64|141.87|4
739|"5elW2CKSoqjYoJ32AGDxf1"|"ENHYPEN"|"Polaroid Love"|184601|"DIMENSION : ANSWER"|10|"2022-01-10"|11|0.738|0.67|7|-3.766|0|0.0439|0.458|0|0.361|0.651|138.055|4
740|"128rj96Z6tTEU3h3awSMdB"|"TWICE"|"OXYGEN"|225400|"MORE & MORE"|2|"2020-06-01"|7|0.775|0.87|0|-4.198|0|0.0576|0.0564|2.82e-06|0.273|0.501|129.956|4
